customer_id,first_name,last_name,email,phone,country,region,city,gender,customer_type,signup_datetime,loyalty_tier,communication_preference,marketing_opt_in,preferred_language,preferred_payment,special_requirements,data_source
a81d49e1-2917-4a40-8e92-9dea0442b49f,Ana Sophia,Andrade,ana sophia.andrade@yahoo.com,+55 907 224 6215,BR,South America,West Frances,F,Business,2021-05-10 09:41:40,Gold,Email,True,Portuguese,Mastercard,,Phone Booking
d0918983-b01b-487f-8db8-2992fb26a1ae,Giosuè,Alfieri,giosuè_alfieri@outlook.com,+1 271 911 1434,IT,Europe,Cesiomaggiore,M,Leisure,2020-11-13 21:55:39,Gold,Email,False,Italian,Mastercard,,Website Direct
d968f4bc-4c46-4b5d-9a27-d80dff389f51,Denise,Harris,denise_harris@yahoo.com,+1 809 652 2905,TH,Asia Pacific,South Lisaside,F,Group,2023-11-05 20:00:53,Non-Member,Email,True,English,Apple Pay,,Phone Booking
a7a3cfb5-936d-4c03-9e95-92f25862eb99,Julia,King,jking@acme.com,+61 827 458 1162,AU,Asia Pacific,West Joshuaton,F,Business,2023-06-26 02:17:39,Basic,Both,True,English,Visa,,OTA Referral
21fe2ca9-3ff7-4bb0-9cc4-03fa96f16989,Cameron,Roberts,cameronr@gmail.com,+91 850 771 2203,IN,Asia Pacific,Donnamouth,M,Group,2021-04-21 05:41:40,Platinum,Email,True,English,PayPal,,Walk-in
c12b69ae-0a3c-412b-ab1e-6ad2dfd7d1ea,Lorraine,Humphreys,lorraine77@outlook.com,+1 572 729 3689,CA,North America,West Frances,F,Business,2024-07-08 20:10:06,Basic,Email,True,English,Mastercard,,Phone Booking
2f888c74-a94a-4680-af7d-3fb4b4548c39,Clive,Martin,clive_martin@gmail.com,+1 884 790 8218,KW,Middle East,North Justinshire,M,Leisure,2024-04-24 19:29:03,Basic,Email,False,English,Visa,,OTA Referral
f2712a30-df88-40f4-8a4b-43d6151f4f56,Luke,Goodwin,lukeg@gmail.com,+44 6293 229681,GB,Europe,New Victoria,M,Group,2022-11-04 01:12:38,Silver,SMS,True,English,Visa,,Corporate Contract
e1350e6c-6d17-4b31-940d-f38834205387,Brett,Woods,brettw@outlook.com,+1 104 512 9092,MX,North America,Cookland,M,Leisure,2024-01-18 02:17:30,Non-Member,Email,True,English,Visa,,Corporate Contract
9e673dcb-da75-4af6-95fa-223e93f2b452,Harry,Hall,harry_hall@gmail.com,317-401-0094,US,North America,West Barbarafurt,M,Group,2023-06-14 15:50:10,Non-Member,Email,False,English,American Express,,OTA Referral
4e79eb9a-a596-4067-a028-2474167f1ea7,중수,김,중수김@tyrellcorp.com,+1 539 929 8306,KR,Asia Pacific,Patelton,M,Business,2019-05-18 03:58:52,Silver,None,True,Korean,Mastercard,,OTA Referral
2bca39a8-c64b-4f82-809d-2907c967cffe,Georgina,Ford,gford@gmail.com,+1 836 973 4725,NL,Europe,Paynefort,F,Business,2020-07-22 09:29:32,Silver,Email,True,English,American Express,,Phone Booking
be03e0d5-2eac-4952-b218-eb25f76ba6c8,零,伊藤,零伊@example.jp,+81 613 632 8401,JP,Asia Pacific,Gregoryton,M,Business,2021-12-31 10:35:32,Non-Member,Email,True,Japanese,PayPal,,OTA Referral
0f9a70a7-cf9c-418a-b721-c81c0c4a75ea,林,张,林张@umbrellacorp.com,874 6754 2364,CN,Asia Pacific,East Peter,M,Business,2023-06-17 23:59:56,Non-Member,Email,False,Chinese,Visa,,Website Direct
182df8c3-6983-441f-bb09-1e657d216466,David,Carroll,david31@tyrellcorp.com,,MX,North America,East Charlottemouth,M,Business,2019-06-24 02:21:24,Gold,Email,True,English,Visa,"High Floor, Early Check-in",Website Direct
0da39c35-2c3e-456e-bbe9-d1fcd29048b0,Ross,Harvey,ross_harvey@gmail.com,+1 684 147 1573,CA,North America,West Jasmineview,M,Leisure,2019-01-12 13:30:51,Non-Member,Email,False,English,Mastercard,,Walk-in
dd0a5995-e829-4716-bce7-ac9436f5ea54,Kathleen,Cook,kathleen_cook@outlook.com,+1 975 393 4844,MX,North America,Rachelland,F,Group,2024-05-24 22:42:22,Silver,Email,True,English,American Express,,Website Direct
ec07b9ce-fd26-4c9a-879a-59bccfe9a7d1,Garry,Ward,garryw@gmail.com,898-936-8368,US,North America,Stephaniechester,M,Leisure,2024-12-10 13:14:58,Basic,Email,True,English,Visa,,Phone Booking
980ba1ef-a3e0-4fe0-ba30-c329ae648f75,Thibault,Hoareau,thibault_hoareau@outlook.com,+33 802 675 4752,FR,Europe,Guérindan,M,Leisure,2023-09-22 11:39:31,Silver,Email,False,French,Visa,,Website Direct
eb823967-f02c-4c56-ac2f-be3a877c68fb,Marciano,Sosa,msosa@outlook.com,+1 493 804 2633,AR,South America,Port ميثاق,M,Family,2022-01-08 03:01:49,Basic,Email,True,English,Visa,,OTA Referral
24014ed4-9f66-4038-8d9c-28be07d4fa47,Susan,Bradley,guest@email.com,+1 347 705 5656,MX,North America,Leahside,F,Leisure,2021-06-06 16:38:04,Silver,Email,False,English,Mastercard,Wheelchair Accessible,Website Direct
9b98cc72-54bc-43c0-b002-a4abb48365da,Vanessa,Andrews,vanessa_andrews@gmail.com,938-947-7544,US,North America,New Donaldfurt,F,Leisure,2023-10-14 13:02:12,Non-Member,Email,False,English,Apple Pay,,OTA Referral
156b6724-5b0f-47e9-9dd7-53d4c335f67c,Víctor,Pinilla,víctor.pinilla@gmail.com,+1 416 827 3654,ES,Europe,Santa Cruz de Tenerife,M,Family,2023-02-12 22:58:34,Basic,SMS,True,Spanish,Mastercard,,OTA Referral
0e2b550d-69e5-462a-8c55-3fb7a22be6d9,Holly,Tucker,holly_tucker@yahoo.com,+61 542 321 7485,AU,Asia Pacific,North Patriciahaven,F,Leisure,2021-11-21 12:04:47,Basic,SMS,True,English,Visa,,Website Direct
9d3cea4b-73ff-439e-9801-c04679786438,Romeo,Cappelli,noemail@provided.com,+1 404 697 1017,IT,Europe,Castelgrande,M,Business,2023-07-17 12:22:16,Non-Member,Email,True,Italian,Visa,,Website Direct
5d33cbf1-0260-487b-a9c7-f5399b658a20,June,Cooper,june6@outlook.com,+91 141 891 2223,IN,Asia Pacific,Williamland,F,Family,2023-05-17 09:36:08,Non-Member,Email,True,English,Mastercard,,Website Direct
a64066a4-0870-4d85-a21e-ade46bc969ba,Albert,Brown,albert.brown@icloud.com,+1 355 754 4769,TH,Asia Pacific,Taylorport,M,Leisure,2022-02-19 06:01:02,Non-Member,Both,False,English,Apple Pay,,OTA Referral
f4854d32-65ac-47c0-9a04-e103feb12de0,Gemma,Jones,gemma_jones@gmail.com,,SG,Asia Pacific,Johnsonfurt,F,Leisure,2022-03-06 21:17:15,Silver,Email,False,English,Visa,,OTA Referral
5dfbb86a-d4c2-4d15-ad6e-6f45bb52dd84,Martyn,Williams,martynw@gmail.com,,CA,North America,Robertfurt,M,Leisure,2024-11-30 01:32:19,Silver,Both,False,English,Google Pay,,Website Direct
85685ea7-3b92-4c37-a351-b9271a576f31,Charlene,Forster,charlene24@oscorp.com,+1 831 962 3820,CA,North America,Donaldton,F,Business,2023-04-08 01:05:57,Non-Member,Email,False,English,Visa,,Website Direct
78b9450f-4a50-460c-907a-ceafcdff25b9,Ryan,Randall,ryanr@yahoo.com,+1 212 124 2391,CA,North America,Port Shaun,M,Leisure,2022-02-07 15:32:45,Gold,SMS,False,English,Mastercard,,Walk-in
aa816dc7-aa75-48af-81d4-a3f74fc19b86,Marc,Campbell,marcc@gmail.com,+1 249 411 2053,MX,North America,Gardnerfort,M,Business,2022-09-16 03:17:48,Silver,Email,True,English,Mastercard,,Corporate Contract
249481a3-5fc6-4215-af13-ba5e332be14d,Joyce,Goodwin,joyce.goodwin@acme.com,+1 736 456 7189,SG,Asia Pacific,Lake Wayne,F,Business,2024-03-14 17:21:25,Non-Member,Email,True,English,Visa,,Walk-in
00c0a836-4ecd-4e39-b2b1-2b6915a52420,博,贾,博.贾@gmail.com,+86 417 1020 596,CN,Asia Pacific,East Jenniferfurt,M,Family,2023-11-23 09:27:01,Non-Member,Email,True,Chinese,Mastercard,,Walk-in
39efa072-c5ce-4061-9644-02c91095a686,Lesley,Bradshaw,lesley_bradshaw@cyberdyne.com,+44 0789 818418,GB,Europe,New Kim,F,Business,2022-10-20 11:15:00,Gold,SMS,True,English,American Express,,Corporate Contract
b53795c3-b0ea-4eea-a321-fe973d801a4f,Natasha,Gray,natasha_gray@outlook.com,000-000-0000,CH,Europe,South Shaun,F,Leisure,2022-07-15 02:16:18,Non-Member,Email,False,English,American Express,,Website Direct
fe68002c-8f71-494b-9361-48249f532c80,Kim,Birch,kimb@hotmail.com,+1 452 675 5272,MX,North America,Marybury,F,Leisure,2023-02-27 04:54:09,Basic,Email,False,English,Visa,"Allergies, Non-smoking",Walk-in
c35b8e78-3e06-4edb-9166-4369f821c2f9,Thomas,Miller,thomas.miller@gmail.com,+1 706 946 7050,TH,Asia Pacific,East Alan,M,Leisure,2019-09-24 12:12:48,Gold,SMS,True,English,Visa,,Walk-in
67e8c0a2-0102-4a09-a76a-996596ce7d2c,欢,雷,欢雷@gmail.com,+86 093 0447 790,CN,Asia Pacific,Hazelview,M,Family,2023-02-23 19:32:20,Non-Member,Email,True,Chinese,Visa,,OTA Referral
7f52d87a-9676-4f81-8e8d-05cbc1412d28,Frederick,Wood,fwood@gmail.com,+1 911 744 4577,KE,Africa,South Stevenmouth,M,Business,2023-03-13 06:51:44,Basic,Email,False,English,Visa,"Non-smoking, Early Check-in",Walk-in
6d015087-9e4f-45dc-8122-36d0fff51d2b,Ashleigh,Booth,abooth@gmail.com,+1 936 563 8880,CA,North America,Coxport,F,Family,2024-03-25 11:03:32,Gold,Email,True,English,Apple Pay,,OTA Referral
1488afaf-5242-4b06-9259-62bff67aacfa,Kathleen,Pratt,kathleen.pratt@gmail.com,+1 155 816 9015,SG,Asia Pacific,South Paulachester,F,Group,2019-07-09 04:30:40,Silver,SMS,True,English,Visa,,Phone Booking
436fc36a-e0ad-4b3c-9dac-d47228279196,René,Fischer,rené.fischer@outlook.com,+33 312 853 8533,FR,Europe,Saint Gabrielle-la-Forêt,M,Leisure,2024-06-10 00:21:10,Silver,Email,True,French,Mastercard,,Walk-in
b1c431ba-65b0-40b2-97e0-be5277d4a103,Brenda,Fuller,brenda24@gmail.com,+1 611 256 2184,TH,Asia Pacific,Port Tobyfort,F,Leisure,2019-08-11 06:42:26,Basic,Email,True,English,Visa,,Walk-in
365bb2a7-7f6a-4e15-8532-b8d2cccf8a11,Sheila,Barrett,sheila_barrett@gmail.com,+1 905 682 3091,NL,Europe,Dylanmouth,F,Leisure,2021-11-16 23:48:59,Non-Member,Email,True,English,Mastercard,,Website Direct
1bbe26db-6b6d-4600-b562-aa61de473be6,Jade,Mason,jade.mason@yahoo.com,+1 793 302 1421,CA,North America,New Jenna,F,Leisure,2021-01-12 03:00:03,Basic,Email,True,English,American Express,,Corporate Contract
426ff2c7-d6ee-482f-8c1f-561850116a32,Jasmine,Parry,jasmine_parry@outlook.com,+1 403 916 1703,CA,North America,Carolbury,F,Family,2022-10-09 22:59:21,Silver,Email,True,English,American Express,,Corporate Contract
516b3818-64ab-4dc5-aadb-a830b9587463,광수,이,광수.이@gmail.com,+1 283 137 3995,KR,Asia Pacific,West Howardstad,M,Leisure,2022-11-09 01:08:54,Gold,Both,True,Korean,PayPal,,OTA Referral
a903a8b2-dcee-4401-a895-09fd6abd3fbf,Joanna,Davies,joannad@outlook.com,+1 340 459 4504,CA,North America,Lake Tom,F,Business,2023-03-22 04:21:15,Basic,Email,False,English,Visa,,Walk-in
9dfee9c8-cbb7-4361-aabe-1da0631c3e1d,Dylan,Walters,dylan57@gmail.com,000-000-0000,ZA,Africa,New Stewart,M,Leisure,2022-09-26 01:41:44,Silver,Email,False,English,American Express,"Late Check-out, Allergies",Walk-in
e40bd1b5-872d-4454-aa61-43cb1907dd57,Reece,Warner,reecew@gmail.com,730-521-2439,US,North America,Elliottborough,M,Leisure,2023-10-19 21:41:42,Silver,Both,True,English,Visa,"Late Check-out, Non-smoking",Website Direct
d61bd8fd-6c2f-426c-ab1e-cffc4bc2537f,Gillian,Griffiths,gilliang@gmail.com,+61 480 177 9537,AU,Asia Pacific,Ritaview,F,Family,2023-05-16 08:07:07,Basic,Email,True,English,American Express,,Corporate Contract
c290ecbc-3ea4-4b92-bdcc-599d3e4b9ba1,صبري,حنبولي,صبري.حنبولي@outlook.com,+1 535 628 7112,SA,Middle East,Morrisview,M,Family,2024-11-25 22:17:46,Silver,Both,False,Arabic,Visa,,Website Direct
e5d27f23-08b0-4012-9822-c8e375afc2a4,翼,橋本,翼68@gmail.com,+81 565 720 5342,JP,Asia Pacific,Robertville,M,Leisure,2022-02-13 08:07:55,Basic,Email,True,Japanese,Visa,,Website Direct
669f2af3-0c08-4a71-8345-64ef91050d71,Amanda,Fletcher,amanda_fletcher@gmail.com,(858) 654-5358,US,North America,Edwardsmouth,F,Leisure,2023-07-27 07:25:52,Basic,Email,True,English,Mastercard,,OTA Referral
09fbadfb-7e85-4fec-8afa-7aaccdff45b5,Ross,Watkins,rossw@starkindustries.com,+1 999 217 5441,CA,North America,North Melissafurt,M,Business,2022-01-19 03:07:22,Gold,SMS,False,English,American Express,,Walk-in
c25ec03c-0fbd-4651-997a-0896043d9c34,Joe,King,joe_king@oscorp.com,+1 790 565 6931,MX,North America,South Megan,M,Business,2022-11-30 10:13:50,Non-Member,Email,True,English,Visa,,OTA Referral
0f3de039-88cf-44aa-95d7-4f062a4e0c82,Lawrence,Bruce,lawrence_bruce@initech.com,+1 161 706 3026,CH,Europe,Roseport,M,Business,2023-06-05 07:04:07,Non-Member,SMS,True,English,Mastercard,,Website Direct
b02198c0-28fe-4831-ad9e-a1cd12602e41,Vincent,Whitehouse,test@test.com,(798) 029-1673,US,North America,South Kirstyhaven,M,Business,2024-11-19 02:36:07,Non-Member,Email,True,English,Visa,,Walk-in
a100ecbc-e087-4366-909a-ea76bbf3ea7f,Ruth,May,ruthm@outlook.com,+91 176 267 2170,IN,Asia Pacific,North Marc,F,Business,2023-09-07 15:06:35,Non-Member,SMS,True,English,Visa,,Phone Booking
707fa4df-8bd6-44b7-902a-9647fbe01c50,Maurice,Ford,mford@globex.com,+1 449 516 3847,SG,Asia Pacific,South Brett,M,Business,2019-07-03 07:31:30,Gold,SMS,True,English,Mastercard,,OTA Referral
1ebe28e7-f8c5-46f5-af51-7e7f232e3a47,민준,강,민준_강@acme.com,+1 360 939 7966,KR,Asia Pacific,North Garry,M,Business,2020-03-02 20:05:25,Gold,SMS,False,Korean,American Express,,Phone Booking
ebf65b65-3952-4257-89a5-b1de598ea87a,ريتاج,آل رفيع,ريتاج_آل رفيع@gmail.com,+971 571 818 7019,AE,Middle East,Donaldton,F,Family,2022-12-26 04:19:15,Basic,Email,True,Arabic,Visa,,OTA Referral
7c49eceb-a7ae-48c8-8f6e-559b8551f8f5,Chelsea,Lewis,guest@email.com,304-259-3723,US,North America,Webstermouth,F,Group,2019-10-30 10:12:48,Basic,Email,True,English,Mastercard,,Walk-in
943ec63e-d6de-4570-81c0-8c2b809e6ef2,Oliver,Davis,oliver88@initech.com,+1 864 667 3692,ZA,Africa,West Leonville,M,Business,2019-05-23 04:31:00,Non-Member,SMS,False,English,Mastercard,,OTA Referral
cee68a44-31f0-4897-b094-e208da653a9e,Gerald,Ball,noemail@provided.com,+1 132 273 8991,CH,Europe,South Cameronview,M,Leisure,2023-07-30 00:08:45,Silver,Email,True,English,PayPal,Allergies,Phone Booking
1b5b6814-8bcf-4f74-bfc8-bfb29f74e321,Pénélope,Laurent,pénélope.laurent@initech.com,+33 751 697 1106,FR,Europe,BertinBourg,F,Business,2023-04-20 03:20:05,Non-Member,Both,False,French,Visa,,Phone Booking
e39e48ca-628a-485b-b118-9ce133b0580a,知実,森,知実森@outlook.com,+81 412 224 8549,JP,Asia Pacific,South Conor,F,Family,2022-04-28 18:52:41,Platinum,Email,True,Japanese,Visa,,Corporate Contract
957aadd0-7b92-46ad-b6a7-a5373c02f99f,Sepp,Kitzmann,sepp65@outlook.com,+49 781 905265,DE,Europe,Görlitz,M,Leisure,2020-09-02 07:41:52,Basic,Email,False,German,American Express,"High Floor, Late Check-out",Corporate Contract
b0ec43b7-4bcd-48ad-8aa0-140e08aad7c3,Jemma,Morgan,jemmam@outlook.com,+1 890 335 8858,SG,Asia Pacific,Port Dylan,F,Leisure,2024-05-03 09:02:35,Basic,Email,False,English,Visa,,Website Direct
7d84c05b-6ab9-4955-94b7-d5181c80eafa,Geraldine,McDonald,gmcdonald@gmail.com,+1 928 239 1613,CA,North America,Colesfurt,F,Group,2022-07-30 15:25:31,Basic,Both,False,English,Mastercard,,Corporate Contract
abbde3cf-b6b0-49ea-a254-ae129d5d3def,さゆり,山本,さ山本@outlook.com,+81 265 825 1476,JP,Asia Pacific,Baileyhaven,F,Business,2022-06-08 18:37:12,Silver,Email,True,Japanese,Mastercard,High Floor,Website Direct
7f24750c-c263-4233-a45a-dd8cab102043,서연,김,서김@oscorp.com,+1 363 738 6471,KR,Asia Pacific,Mitchellburgh,F,Business,2019-02-02 08:10:49,Silver,None,True,Korean,Mastercard,,Corporate Contract
893aa3da-c33e-49d2-91e1-91520210a7a3,정호,류,정호_류@cyberdyne.com,+1 593 547 9363,KR,Asia Pacific,Laurenberg,M,Business,2023-05-28 16:45:02,Basic,SMS,False,Korean,Google Pay,,Corporate Contract
2ebfa6c6-dc26-4e66-b1a0-c130181c3013,Damian,Harvey,damian75@gmail.com,+1 122 374 1637,MX,North America,Francisbury,M,Leisure,2022-04-30 02:49:23,Non-Member,Email,True,English,Mastercard,,Walk-in
dff0292c-bcf5-459e-81ea-406b9c7cda52,Rhys,Moss,rmoss@starkindustries.com,+1 465 442 2505,SE,Europe,Mariamouth,M,Business,2023-09-03 11:15:44,Silver,Email,True,English,Mastercard,,Walk-in
41a29b6d-3c14-461f-9bf5-021e666c27c6,Rhys,Curtis,rcurtis@gmail.com,+1 313 841 9036,CH,Europe,East Lynn,M,Business,2023-07-19 04:16:28,Non-Member,Email,True,English,Visa,,OTA Referral
870bfecc-7dd8-472d-9b6d-fae9176df8c5,Gianpietro,Alboni,gianpietro.alboni@outlook.com,,IT,Europe,Borgo Fazio,M,Group,2023-11-09 05:47:03,Silver,SMS,True,Italian,American Express,,Walk-in
40d7d56d-c0ba-419c-b112-28d9e1bee686,Angela,Greenwood,angela26@outlook.com,725-291-5631,US,North America,Byrnetown,F,Family,2022-05-26 21:49:33,Silver,None,False,English,Mastercard,,Corporate Contract
170b1404-4c4e-4b1c-bc2a-102d1a9ec005,Vanessa,Walker,vanessa_walker@gmail.com,+1 869 788 2660,TH,Asia Pacific,South Sam,F,Business,2024-03-21 12:58:03,Platinum,Email,True,English,Mastercard,,OTA Referral
e78e2aba-8650-42fe-a3bb-fc00b0c5cf6c,Leigh,Barnett,leigh18@gmail.com,+1 123 820 9970,CA,North America,New Karenbury,M,Leisure,2023-12-02 10:44:41,Basic,Email,True,English,Visa,,OTA Referral
f192dc77-b206-45e8-b5be-666bf9b4612d,Gareth,Dyer,gareth57@gmail.com,4812 866 4897,GB,Europe,Chelseaborough,M,Leisure,2019-09-08 11:09:59,Basic,Email,False,English,Visa,,OTA Referral
b88ff46c-d33c-44bd-be87-d786243d010a,Ricky,James,rickyj@gmail.com,+1 780 126 8599,MX,North America,Georginaside,M,Family,2019-06-02 06:37:25,Basic,Email,True,English,Visa,,Walk-in
513282e6-b54d-45ec-a07b-f7693ad49b29,Andrew,Ferguson,andrew_ferguson@yahoo.com,+1 955 667 9115,CA,North America,Marianland,M,Leisure,2024-06-13 20:59:31,Non-Member,SMS,True,English,Mastercard,,Walk-in
b285ca07-aa4a-424f-b710-6bd9c7e63703,Denis,James,denisj@gmail.com,+1 919 922 6844,MX,North America,Port Alexanderhaven,M,Group,2019-10-25 00:20:23,Non-Member,Email,True,English,Mastercard,,Corporate Contract
424a1ab1-40c3-4a0b-b64d-11c91b5e7dab,Mayte,Sola,mayte_sola@gmail.com,+1 759 149 2162,ES,Europe,Lugo,F,Group,2022-10-23 00:39:25,Non-Member,Email,True,Spanish,Mastercard,,Website Direct
